NCBI_Sample_Name,host_subject_id,NCBI_Sample_Title,title,host,Sample.Date,geo_loc_name,Plug_ID,Timepoint,Treatment,env_broad_scale,lat_lon,env_medium,env_local_scale,organism,host_life_stage,host_tissue_sampled,isolation_source,samp_collect_device,samp_mat_process,size_frac,samp_size,SRA_upload,filename1,filename2,description,timepoint,accession
1126_HTHC_ITS2,HP207,1126_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.42.43,1126,2 week,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP207_S122_L001_R1_001.fastq.gz,HP207_S122_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 2 week,at 2 week,SAMN21362796
2204_HTHC_ITS2,HP208,2204_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.42.43,2204,12 hour,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP208_S134_L001_R1_001.fastq.gz,HP208_S134_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 hour,at 12 hour,SAMN21362797
1744_HTAC_ITS2,HP209,1744_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Reef.35.36,1744,1 week,HTAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP209_S146_L001_R1_001.fastq.gz,HP209_S146_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362798
1580_ATAC_ITS2,HP116,1580_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-11-03,USA: Hawaii Reef.35.36,1580,6 week,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP116_S86_L001_R1_001.fastq.gz,HP116_S86_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 6 week,at 6 week,SAMN21362799
1427_HTHC_ITS2,HP210,1427_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,1427,2 week,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP210_S158_L001_R1_001.fastq.gz,HP210_S158_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 2 week,at 2 week,SAMN21362800
1090_HTHC_ITS2,HP211,1090_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,1090,2 week,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP211_S170_L001_R1_001.fastq.gz,HP211_S170_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 2 week,at 2 week,SAMN21362801
1323_HTHC_ITS2,HP212,1323_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,1323,0 hour,HTHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP212_S182_L001_R1_001.fastq.gz,HP212_S182_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362802
1487_HTAC_ITS2,HP213,1487_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,1487,2 week,HTAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP213_S99_L001_R1_001.fastq.gz,HP213_S99_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362803
2878_ATHC_ITS2,HP214,2878_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii HIMB,2878,2 week,ATHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP214_S111_L001_R1_001.fastq.gz,HP214_S111_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 2 week,at 2 week,SAMN21362804
2414_HTAC_ITS2,HP215,2414_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,2414,0 hour,HTAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP215_S123_L001_R1_001.fastq.gz,HP215_S123_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362805
2409_ATHC_ITS2,HP216,2409_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,2409,2 week,ATHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP216_S135_L001_R1_001.fastq.gz,HP216_S135_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 2 week,at 2 week,SAMN21362806
1047_ATAC_ITS2,HP217,1047_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,1047,2 week,ATAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP217_S147_L001_R1_001.fastq.gz,HP217_S147_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362807
1595_HTHC_ITS2,HP218,1595_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii HIMB,1595,1 week,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP218_S159_L001_R1_001.fastq.gz,HP218_S159_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 1 week,at 1 week,SAMN21362808
1499_ATAC_ITS2,HP219,1499_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.35.36,1499,2 week,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP219_S171_L001_R1_001.fastq.gz,HP219_S171_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362809
2363_ATAC_ITS2,HP117,2363_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,2363,0 hour,ATAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP117_S3_L001_R1_001.fastq.gz,HP117_S3_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362810
2068_ATHC_ITS2,HP220,2068_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,2068,0 hour,ATHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP220_S183_L001_R1_001.fastq.gz,HP220_S183_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362811
2413_ATAC_ITS2,HP221,2413_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.18,2413,2 week,ATAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP221_S100_L001_R1_001.fastq.gz,HP221_S100_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362812
1138_HTHC_ITS2,HP222,1138_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii HIMB,1138,1 week,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP222_S112_L001_R1_001.fastq.gz,HP222_S112_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 1 week,at 1 week,SAMN21362813
1250_HTHC_ITS2,HP223,1250_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.42.43,1250,2 week,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP223_S124_L001_R1_001.fastq.gz,HP223_S124_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 2 week,at 2 week,SAMN21362814
1278_HTAC_ITS2,HP224,1278_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.11.13,1278,2 week,HTAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP224_S136_L001_R1_001.fastq.gz,HP224_S136_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362815
1050_ATAC_ITS2,HP225,1050_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Reef.18,1050,1 week,ATAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP225_S148_L001_R1_001.fastq.gz,HP225_S148_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362816
2072_HTAC_ITS2,HP226,2072_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii HIMB,2072,2 week,HTAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP226_S160_L001_R1_001.fastq.gz,HP226_S160_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362817
1317_HTHC_ITS2,HP227,1317_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.35.36,1317,1 week,HTHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP227_S172_L001_R1_001.fastq.gz,HP227_S172_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 1 week,at 1 week,SAMN21362818
1043_ATAC_ITS2,HP228,1043_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Lilipuna.Fringe,1043,0 hour,ATAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP228_S184_L001_R1_001.fastq.gz,HP228_S184_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362819
1343_HTHC_ITS2,HP229,1343_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Lilipuna.Fringe,1343,12 hour,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP229_S101_L001_R1_001.fastq.gz,HP229_S101_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 12 hour,at 12 hour,SAMN21362820
1486_HTAC_ITS2,HP118,1486_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Reef.11.13,1486,6 week,HTAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP118_S15_L001_R1_001.fastq.gz,HP118_S15_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 6 week,at 6 week,SAMN21362821
1542_ATAC_ITS2,HP230,1542_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Lilipuna.Fringe,1542,1 week,ATAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP230_S113_L001_R1_001.fastq.gz,HP230_S113_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362822
1820_HTHC_ITS2,HP231,1820_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.11.13,1820,2 week,HTHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP231_S125_L001_R1_001.fastq.gz,HP231_S125_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 2 week,at 2 week,SAMN21362823
2081_HTHC_ITS2,HP232,2081_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,2081,0 hour,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP232_S137_L001_R1_001.fastq.gz,HP232_S137_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362824
2977_ATHC_ITS2,HP233,2977_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.11.13,2977,0 hour,ATHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP233_S149_L001_R1_001.fastq.gz,HP233_S149_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362825
1415_HTHC_ITS2,HP234,1415_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.11.13,1415,30 hour,HTHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP234_S161_L001_R1_001.fastq.gz,HP234_S161_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 30 hour,at 30 hour,SAMN21362826
1101_ATAC_ITS2,HP236,1101_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1101,6 hour,ATAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP236_S185_L001_R1_001.fastq.gz,HP236_S185_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 6 hour,at 6 hour,SAMN21362827
1041_ATAC_ITS2,HP237,1041_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.11.13,1041,6 hour,ATAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP237_S102_L001_R1_001.fastq.gz,HP237_S102_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 6 hour,at 6 hour,SAMN21362828
1159_ATAC_ITS2,HP119,1159_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-17,USA: Hawaii Reef.42.43,1159,8 week,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP119_S27_L001_R1_001.fastq.gz,HP119_S27_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 8 week,at 8 week,SAMN21362829
1058_ATAC_ITS2,HP238,1058_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Lilipuna.Fringe,1058,2 week,ATAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP238_S114_L001_R1_001.fastq.gz,HP238_S114_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362830
1767_HTAC_ITS2,HP239,1767_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1767,12 hour,HTAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP239_S126_L001_R1_001.fastq.gz,HP239_S126_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 12 hour,at 12 hour,SAMN21362831
1445_ATAC_ITS2,HP240,1445_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.11.13,1445,2 week,ATAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP240_S138_L001_R1_001.fastq.gz,HP240_S138_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362832
2419_HTHC_ITS2,HP241,2419_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.18,2419,2 week,HTHC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP241_S150_L001_R1_001.fastq.gz,HP241_S150_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 2 week,at 2 week,SAMN21362833
2402_ATAC_ITS2,HP242,2402_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.18,2402,1 week,ATAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP242_S162_L001_R1_001.fastq.gz,HP242_S162_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362834
1653_HTAC_ITS2,HP243,1653_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii HIMB,1653,0 hour,HTAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP243_S174_L001_R1_001.fastq.gz,HP243_S174_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362835
1579_HTAC_ITS2,HP244,1579_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Lilipuna.Fringe,1579,0 hour,HTAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP244_S186_L001_R1_001.fastq.gz,HP244_S186_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362836
