biosample_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SAMN21362859	1205_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP123_S75_L001_R1_001.fastq.gz	HP123_S75_L001_R2_001.fastq.gz				
SAMN21362860	1694_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP264_S141_L001_R1_001.fastq.gz	HP264_S141_L001_R2_001.fastq.gz				
SAMN21362861	1997_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP265_S153_L001_R1_001.fastq.gz	HP265_S153_L001_R2_001.fastq.gz				
SAMN21362862	2750_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP266_S165_L001_R1_001.fastq.gz	HP266_S165_L001_R2_001.fastq.gz				
SAMN21362863	1281_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP267_S177_L001_R1_001.fastq.gz	HP267_S177_L001_R2_001.fastq.gz				
SAMN21362864	1651_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP268_S189_L001_R1_001.fastq.gz	HP268_S189_L001_R2_001.fastq.gz				
SAMN21362865	2306_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP269_S106_L001_R1_001.fastq.gz	HP269_S106_L001_R2_001.fastq.gz				
SAMN21362866	1562_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP270_S118_L001_R1_001.fastq.gz	HP270_S118_L001_R2_001.fastq.gz				
SAMN21362867	1647_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP271_S130_L001_R1_001.fastq.gz	HP271_S130_L001_R2_001.fastq.gz				
SAMN21362868	1237_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP272_S142_L001_R1_001.fastq.gz	HP272_S142_L001_R2_001.fastq.gz				
SAMN21362869	1582_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP273_S154_L001_R1_001.fastq.gz	HP273_S154_L001_R2_001.fastq.gz				
SAMN21362870	1178_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP274_S166_L001_R1_001.fastq.gz	HP274_S166_L001_R2_001.fastq.gz				
SAMN21362871	1076_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP275_S178_L001_R1_001.fastq.gz	HP275_S178_L001_R2_001.fastq.gz				
SAMN21362872	1777_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP276_S190_L001_R1_001.fastq.gz	HP276_S190_L001_R2_001.fastq.gz				
SAMN21362873	2879_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP277_S107_L001_R1_001.fastq.gz	HP277_S107_L001_R2_001.fastq.gz				
SAMN21362874	2188_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP278_S119_L001_R1_001.fastq.gz	HP278_S119_L001_R2_001.fastq.gz				
SAMN21362875	2668_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP279_S131_L001_R1_001.fastq.gz	HP279_S131_L001_R2_001.fastq.gz				
SAMN21362876	1451_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP124_S87_L001_R1_001.fastq.gz	HP124_S87_L001_R2_001.fastq.gz				
SAMN21362877	2302_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP280_S143_L001_R1_001.fastq.gz	HP280_S143_L001_R2_001.fastq.gz				
SAMN21362878	1248_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP281_S155_L001_R1_001.fastq.gz	HP281_S155_L001_R2_001.fastq.gz				
SAMN21362879	2756_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP282_S167_L001_R1_001.fastq.gz	HP282_S167_L001_R2_001.fastq.gz				
SAMN21362880	1416_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP283_S179_L001_R1_001.fastq.gz	HP283_S179_L001_R2_001.fastq.gz				
SAMN21362881	2185_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP284_S191_L001_R1_001.fastq.gz	HP284_S191_L001_R2_001.fastq.gz				
SAMN21362882	2005_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP103_S25_L001_R1_001.fastq.gz	HP103_S25_L001_R2_001.fastq.gz				
SAMN21362883	1270_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP285_S108_L001_R1_001.fastq.gz	HP285_S108_L001_R2_001.fastq.gz				
SAMN21362884	1596_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP286_S120_L001_R1_001.fastq.gz	HP286_S120_L001_R2_001.fastq.gz				
SAMN21362885	1452_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP287_S132_L001_R1_001.fastq.gz	HP287_S132_L001_R2_001.fastq.gz				
SAMN21362886	2190_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP288_S144_L001_R1_001.fastq.gz	HP288_S144_L001_R2_001.fastq.gz				
SAMN21362887	1140_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP289_S156_L001_R1_001.fastq.gz	HP289_S156_L001_R2_001.fastq.gz				
SAMN21362888	1418_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP125_S4_L001_R1_001.fastq.gz	HP125_S4_L001_R2_001.fastq.gz				
SAMN21362889	1632_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP290_S168_L001_R1_001.fastq.gz	HP290_S168_L001_R2_001.fastq.gz				
SAMN21362890	1120_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP291_S180_L001_R1_001.fastq.gz	HP291_S180_L001_R2_001.fastq.gz				
SAMN21362891	2731_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP292_S192_L001_R1_001.fastq.gz	HP292_S192_L001_R2_001.fastq.gz				
SAMN21362892	2736_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP293_S193_L001_R1_001.fastq.gz	HP293_S193_L001_R2_001.fastq.gz				
SAMN21362893	1729_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP294_S202_L001_R1_001.fastq.gz	HP294_S202_L001_R2_001.fastq.gz				
SAMN21362894	1459_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP126_S16_L001_R1_001.fastq.gz	HP126_S16_L001_R2_001.fastq.gz				
SAMN21362895	2007_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP295_S211_L001_R1_001.fastq.gz	HP295_S211_L001_R2_001.fastq.gz				
SAMN21362896	1154_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP296_S220_L001_R1_001.fastq.gz	HP296_S220_L001_R2_001.fastq.gz				
SAMN21362897	1274_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP297_S229_L001_R1_001.fastq.gz	HP297_S229_L001_R2_001.fastq.gz				
SAMN21362898	1302_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP298_S237_L001_R1_001.fastq.gz	HP298_S237_L001_R2_001.fastq.gz				
SAMN21362899	2555_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP299_S246_L001_R1_001.fastq.gz	HP299_S246_L001_R2_001.fastq.gz				
SAMN21362900	2735_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP300_S254_L001_R1_001.fastq.gz	HP300_S254_L001_R2_001.fastq.gz				
SAMN21362901	2009_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP301_S194_L001_R1_001.fastq.gz	HP301_S194_L001_R2_001.fastq.gz				
SAMN21362902	1628_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP302_S203_L001_R1_001.fastq.gz	HP302_S203_L001_R2_001.fastq.gz				
SAMN21362903	2733_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP303_S212_L001_R1_001.fastq.gz	HP303_S212_L001_R2_001.fastq.gz				
SAMN21362904	1169_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP304_S221_L001_R1_001.fastq.gz	HP304_S221_L001_R2_001.fastq.gz				
SAMN21362905	1289_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP305_S230_L001_R1_001.fastq.gz	HP305_S230_L001_R2_001.fastq.gz				
SAMN21362906	1420_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP127_S28_L001_R1_001.fastq.gz	HP127_S28_L001_R2_001.fastq.gz				
SAMN21362907	1124_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP306_S238_L001_R1_001.fastq.gz	HP306_S238_L001_R2_001.fastq.gz				
SAMN21362908	1221_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP307_S247_L001_R1_001.fastq.gz	HP307_S247_L001_R2_001.fastq.gz				
SAMN21362909	1108_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP308_S255_L001_R1_001.fastq.gz	HP308_S255_L001_R2_001.fastq.gz				
SAMN21362910	2195_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP309_S195_L001_R1_001.fastq.gz	HP309_S195_L001_R2_001.fastq.gz				
SAMN21362911	1571_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP310_S204_L001_R1_001.fastq.gz	HP310_S204_L001_R2_001.fastq.gz				
SAMN21362912	1762_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP311_S213_L001_R1_001.fastq.gz	HP311_S213_L001_R2_001.fastq.gz				
SAMN21362913	1468_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP312_S222_L001_R1_001.fastq.gz	HP312_S222_L001_R2_001.fastq.gz				
SAMN21362914	2979_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP128_S40_L001_R1_001.fastq.gz	HP128_S40_L001_R2_001.fastq.gz				
SAMN21362915	1709_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP313_S231_L001_R1_001.fastq.gz	HP313_S231_L001_R2_001.fastq.gz				
SAMN21362916	1583_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP314_S239_L001_R1_001.fastq.gz	HP314_S239_L001_R2_001.fastq.gz				
SAMN21362917	2737_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP315_S248_L001_R1_001.fastq.gz	HP315_S248_L001_R2_001.fastq.gz				
SAMN21362918	1078_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP316_S256_L001_R1_001.fastq.gz	HP316_S256_L001_R2_001.fastq.gz				
SAMN21362919	1610_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP317_S196_L001_R1_001.fastq.gz	HP317_S196_L001_R2_001.fastq.gz				
SAMN21362920	2016_ATHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP318_S205_L001_R1_001.fastq.gz	HP318_S205_L001_R2_001.fastq.gz				
SAMN21362921	1269_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP319_S214_L001_R1_001.fastq.gz	HP319_S214_L001_R2_001.fastq.gz				
SAMN21362922	1722_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP320_S223_L001_R1_001.fastq.gz	HP320_S223_L001_R2_001.fastq.gz				
SAMN21362923	1455_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP321_S245_L001_R1_001.fastq.gz	HP321_S245_L001_R2_001.fastq.gz				
SAMN21362924	1277_HTHC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP322_S240_L001_R1_001.fastq.gz	HP322_S240_L001_R2_001.fastq.gz				
SAMN21362925	1315_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP323_S249_L001_R1_001.fastq.gz	HP323_S249_L001_R2_001.fastq.gz				
SAMN21362926	1083_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP324_S257_L001_R1_001.fastq.gz	HP324_S257_L001_R2_001.fastq.gz				
SAMN21362927	2380_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP325_S197_L001_R1_001.fastq.gz	HP325_S197_L001_R2_001.fastq.gz				
SAMN21362928	2410_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP326_S206_L001_R1_001.fastq.gz	HP326_S206_L001_R2_001.fastq.gz				
SAMN21362929	2021_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP327_S215_L001_R1_001.fastq.gz	HP327_S215_L001_R2_001.fastq.gz				
SAMN21362930	1121_ATAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP328_S224_L001_R1_001.fastq.gz	HP328_S224_L001_R2_001.fastq.gz				
SAMN21362931	1329_HTAC_ITS2	Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's ITS2 sequencing protocol (available on github)	fastq	HP329_S232_L001_R1_001.fastq.gz	HP329_S232_L001_R2_001.fastq.gz				
