biosample_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SAMN20284307	2753_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW088_S95_L001_R1_001.fastq.gz	HPW088_S95_L001_R2_001.fastq.gz				
SAMN20284308	2513_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW076_S46_L001_R1_001.fastq.gz	HPW076_S46_L001_R2_001.fastq.gz				
SAMN20284309	1481_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW268_S237_L001_R1_001.fastq.gz	HPW268_S237_L001_R2_001.fastq.gz				
SAMN20284310	1588_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW248_S282_L001_R1_001.fastq.gz	HPW248_S282_L001_R2_001.fastq.gz				
SAMN20284311	2511_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW152_S139_L001_R1_001.fastq.gz	HPW152_S139_L001_R2_001.fastq.gz				
SAMN20284312	1147_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW061_S56_L001_R1_001.fastq.gz	HPW061_S56_L001_R2_001.fastq.gz				
SAMN20284313	1229_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW133_S101_L001_R1_001.fastq.gz	HPW133_S101_L001_R2_001.fastq.gz				
SAMN20284314	1689_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW140_S185_L001_R1_001.fastq.gz	HPW140_S185_L001_R2_001.fastq.gz				
SAMN20284315	1204_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW065_S9_L001_R1_001.fastq.gz	HPW065_S9_L001_R2_001.fastq.gz				
SAMN20284316	1609_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW222_S255_L001_R1_001.fastq.gz	HPW222_S255_L001_R2_001.fastq.gz				
SAMN20284317	2534_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW247_S270_L001_R1_001.fastq.gz	HPW247_S270_L001_R2_001.fastq.gz				
SAMN20284318	1235_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW173_S106_L001_R1_001.fastq.gz	HPW173_S106_L001_R2_001.fastq.gz				
SAMN20284319	2403_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW303_S298_L001_R1_001.fastq.gz	HPW303_S298_L001_R2_001.fastq.gz				
SAMN20284320	1321_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW122_S159_L001_R1_001.fastq.gz	HPW122_S159_L001_R2_001.fastq.gz				
SAMN20284321	1604_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW288_S287_L001_R1_001.fastq.gz	HPW288_S287_L001_R2_001.fastq.gz				
SAMN20284322	1645_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW093_S60_L001_R1_001.fastq.gz	HPW093_S60_L001_R2_001.fastq.gz				
SAMN20284323	2067_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW124_S183_L001_R1_001.fastq.gz	HPW124_S183_L001_R2_001.fastq.gz				
SAMN20284324	2990_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW260_S236_L001_R1_001.fastq.gz	HPW260_S236_L001_R2_001.fastq.gz				
SAMN20284325	2734_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW296_S288_L001_R1_001.fastq.gz	HPW296_S288_L001_R2_001.fastq.gz				
SAMN20284326	2986_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW064_S92_L001_R1_001.fastq.gz	HPW064_S92_L001_R2_001.fastq.gz				
SAMN20284327	2153_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW236_S233_L001_R1_001.fastq.gz	HPW236_S233_L001_R2_001.fastq.gz				
SAMN20284328	1141_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW277_S250_L001_R1_001.fastq.gz	HPW277_S250_L001_R2_001.fastq.gz				
SAMN20284329	1467_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW262_S260_L001_R1_001.fastq.gz	HPW262_S260_L001_R2_001.fastq.gz				
SAMN20284330	2386_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW081_S11_L001_R1_001.fastq.gz	HPW081_S11_L001_R2_001.fastq.gz				
SAMN20284331	1095_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW062_S68_L001_R1_001.fastq.gz	HPW062_S68_L001_R2_001.fastq.gz				
SAMN20284332	1751_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW186_S167_L001_R1_001.fastq.gz	HPW186_S167_L001_R2_001.fastq.gz				
SAMN20284333	2304_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW132_S184_L001_R1_001.fastq.gz	HPW132_S184_L001_R2_001.fastq.gz				
SAMN20284334	2357_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW270_S261_L001_R1_001.fastq.gz	HPW270_S261_L001_R2_001.fastq.gz				
SAMN20284335	1074_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW068_S45_L001_R1_001.fastq.gz	HPW068_S45_L001_R2_001.fastq.gz				
SAMN20284336	1148_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW194_S168_L001_R1_001.fastq.gz	HPW194_S168_L001_R2_001.fastq.gz				
SAMN20284337	1239_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW204_S305_L001_R1_001.fastq.gz	HPW204_S305_L001_R2_001.fastq.gz				
