NCBI_Sample_Name,host_subject_id,NCBI_Sample_Title,title,host,Sample.Date,geo_loc_name,Plug_ID,env_broad_scale,lat_lon,env_medium,env_local_scale,organism,host_life_stage,host_tissue_sampled,isolation_source,samp_collect_device,samp_mat_process,size_frac,samp_size,SRA_upload,filename1,filename2
1138_HTHC,HPW220,1138_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii HIMB,1138,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW220_S231_L001_R1_001.fastq.gz,HPW220_S231_L001_R2_001.fastq.gz
1250_HTHC,HPW153,1250_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.42.43,1250,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW153_S151_L001_R1_001.fastq.gz,HPW153_S151_L001_R2_001.fastq.gz
1278_HTAC,HPW089,1278_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.11.13,1278,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW089_S12_L001_R1_001.fastq.gz,HPW089_S12_L001_R2_001.fastq.gz
1050_ATAC,HPW218,1050_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Reef.18,1050,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW218_S207_L001_R1_001.fastq.gz,HPW218_S207_L001_R2_001.fastq.gz
2072_HTAC,HPW146,2072_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii HIMB,2072,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW146_S162_L001_R1_001.fastq.gz,HPW146_S162_L001_R2_001.fastq.gz
1317_HTHC,HPW259,1317_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.35.36,1317,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW259_S224_L001_R1_001.fastq.gz,HPW259_S224_L001_R2_001.fastq.gz
1043_ATAC,HPW322,1043_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Lilipuna.Fringe,1043,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW322_S311_L001_R1_001.fastq.gz,HPW322_S311_L001_R2_001.fastq.gz
1343_HTHC,HPW282,1343_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Lilipuna.Fringe,1343,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW282_S215_L001_R1_001.fastq.gz,HPW282_S215_L001_R2_001.fastq.gz
1486_HTAC,HPW223,1486_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Reef.11.13,1486,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW223_S267_L001_R1_001.fastq.gz,HPW223_S267_L001_R2_001.fastq.gz
1542_ATAC,HPW196,1542_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Lilipuna.Fringe,1542,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW196_S192_L001_R1_001.fastq.gz,HPW196_S192_L001_R2_001.fastq.gz
1820_HTHC,HPW091,1820_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.11.13,1820,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW091_S36_L001_R1_001.fastq.gz,HPW091_S36_L001_R2_001.fastq.gz
2081_HTHC,HPW295,2081_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,2081,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW295_S276_L001_R1_001.fastq.gz,HPW295_S276_L001_R2_001.fastq.gz
2977_ATHC,HPW234,2977_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.11.13,2977,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW234_S209_L001_R1_001.fastq.gz,HPW234_S209_L001_R2_001.fastq.gz
1415_HTHC,HPW085,1415_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.11.13,1415,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW085_S59_L001_R1_001.fastq.gz,HPW085_S59_L001_R2_001.fastq.gz
1101_ATAC,HPW217,1101_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1101,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW217_S195_L001_R1_001.fastq.gz,HPW217_S195_L001_R2_001.fastq.gz
1041_ATAC,HPW293,1041_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.11.13,1041,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW293_S252_L001_R1_001.fastq.gz,HPW293_S252_L001_R2_001.fastq.gz
1159_ATAC,HPW125,1159_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-17,USA: Hawaii Reef.42.43,1159,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW125_S100_L001_R1_001.fastq.gz,HPW125_S100_L001_R2_001.fastq.gz
1058_ATAC,HPW072,1058_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Lilipuna.Fringe,1058,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW072_S93_L001_R1_001.fastq.gz,HPW072_S93_L001_R2_001.fastq.gz
1767_HTAC,HPW245,1767_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1767,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW245_S246_L001_R1_001.fastq.gz,HPW245_S246_L001_R2_001.fastq.gz
1445_ATAC,HPW134,1445_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.11.13,1445,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW134_S113_L001_R1_001.fastq.gz,HPW134_S113_L001_R2_001.fastq.gz
2419_HTHC,HPW164,2419_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.18,2419,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW164_S188_L001_R1_001.fastq.gz,HPW164_S188_L001_R2_001.fastq.gz
2402_ATAC,HPW266,2402_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.18,2402,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW266_S213_L001_R1_001.fastq.gz,HPW266_S213_L001_R2_001.fastq.gz
1653_HTAC,HPW309,1653_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii HIMB,1653,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW309_S290_L001_R1_001.fastq.gz,HPW309_S290_L001_R2_001.fastq.gz
1579_HTAC,HPW318,1579_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Lilipuna.Fringe,1579,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW318_S296_L001_R1_001.fastq.gz,HPW318_S296_L001_R2_001.fastq.gz
2002_ATAC,HPW307,2002_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,2002,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW307_S312_L001_R1_001.fastq.gz,HPW307_S312_L001_R2_001.fastq.gz
2210_HTHC,HPW263,2210_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,2210,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW263_S272_L001_R1_001.fastq.gz,HPW263_S272_L001_R2_001.fastq.gz
1641_ATAC,HPW067,1641_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-17,USA: Hawaii HIMB,1641,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW067_S33_L001_R1_001.fastq.gz,HPW067_S33_L001_R2_001.fastq.gz
1145_HTHC,HPW271,1145_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1145,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW271_S273_L001_R1_001.fastq.gz,HPW271_S273_L001_R2_001.fastq.gz
1207_ATHC,HPW202,1207_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.11.13,1207,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW202_S297_L001_R1_001.fastq.gz,HPW202_S297_L001_R2_001.fastq.gz
1652_ATAC,HPW239,1652_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1652,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW239_S269_L001_R1_001.fastq.gz,HPW239_S269_L001_R2_001.fastq.gz
1218_ATHC,HPW267,1218_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.11.13,1218,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW267_S225_L001_R1_001.fastq.gz,HPW267_S225_L001_R2_001.fastq.gz
1037_ATAC,HPW290,1037_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,1037,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW290_S216_L001_R1_001.fastq.gz,HPW290_S216_L001_R2_001.fastq.gz
1701_HTAC,HPW244,1701_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,1701,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW244_S234_L001_R1_001.fastq.gz,HPW244_S234_L001_R2_001.fastq.gz
1581_HTAC,HPW254,1581_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Lilipuna.Fringe,1581,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW254_S259_L001_R1_001.fastq.gz,HPW254_S259_L001_R2_001.fastq.gz
1328_HTHC,HPW255,1328_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.11.13,1328,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW255_S271_L001_R1_001.fastq.gz,HPW255_S271_L001_R2_001.fastq.gz
1706_ATHC,HPW181,1706_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Reef.11.13,1706,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW181_S107_L001_R1_001.fastq.gz,HPW181_S107_L001_R2_001.fastq.gz
2554_ATHC,HPW172,2554_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-11-17,USA: Hawaii Reef.18,2554,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW172_S189_L001_R1_001.fastq.gz,HPW172_S189_L001_R2_001.fastq.gz
1059_ATAC,HPW080,1059_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.11.13,1059,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW080_S94_L001_R1_001.fastq.gz,HPW080_S94_L001_R2_001.fastq.gz
2087_HTHC,HPW180,2087_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii HIMB,2087,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW180_S190_L001_R1_001.fastq.gz,HPW180_S190_L001_R2_001.fastq.gz
1594_ATAC,HPW284,1594_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Reef.35.36,1594,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW284_S239_L001_R1_001.fastq.gz,HPW284_S239_L001_R2_001.fastq.gz
1548_ATAC,HPW312,1548_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.11.13,1548,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW312_S304_L001_R1_001.fastq.gz,HPW312_S304_L001_R2_001.fastq.gz
1449_HTHC,HPW136,1449_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Lilipuna.Fringe,1449,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW136_S137_L001_R1_001.fastq.gz,HPW136_S137_L001_R2_001.fastq.gz
1642_HTAC,HPW212,1642_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii HIMB,1642,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW212_S230_L001_R1_001.fastq.gz,HPW212_S230_L001_R2_001.fastq.gz
1707_HTAC,HPW106,1707_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.11.13,1707,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW106_S157_L001_R1_001.fastq.gz,HPW106_S157_L001_R2_001.fastq.gz
1563_ATAC,HPW075,1563_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Lilipuna.Fringe,1563,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW075_S34_L001_R1_001.fastq.gz,HPW075_S34_L001_R2_001.fastq.gz
2212_ATHC,HPW162,2212_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.35.36,2212,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW162_S164_L001_R1_001.fastq.gz,HPW162_S164_L001_R2_001.fastq.gz
1205_ATHC,HPW069,1205_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-17,USA: Hawaii Reef.35.36,1205,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW069_S57_L001_R1_001.fastq.gz,HPW069_S57_L001_R2_001.fastq.gz
1694_HTHC,HPW063,1694_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Reef.11.13,1694,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW063_S80_L001_R1_001.fastq.gz,HPW063_S80_L001_R2_001.fastq.gz
1997_HTAC,HPW166,1997_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii HIMB,1997,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW166_S117_L001_R1_001.fastq.gz,HPW166_S117_L001_R2_001.fastq.gz
2750_ATHC,HPW187,2750_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,2750,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW187_S179_L001_R1_001.fastq.gz,HPW187_S179_L001_R2_001.fastq.gz
