accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	altitude	chem_administration	depth	elev	gravidity	host_age	host_blood_press_diast	host_blood_press_syst	host_body_habitat	host_body_product	host_body_temp	host_color	host_diet	host_disease	host_dry_mass	host_family_relationship	host_genotype	host_growth_cond	host_height	host_infra_specific_name	host_infra_specific_rank	host_last_meal	host_length	host_life_stage	host_phenotype	host_sex	host_shape	host_subject_id	host_substrate	host_taxid	host_tissue_sampled	host_tot_mass	isolation_source	misc_param	omics_observ_id	organism_count	oxy_stat_samp	perturbation	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	size_frac	source_material_id	temp	description
SAMN21362844	Successfully loaded	1037_ATAC_ITS2	1037_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		133 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 0 hour
SAMN21362844	We will automatically transform the attribute value(s) you provided as follows.	1037_ATAC_ITS2	1037_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		133 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 0 hour
SAMN21362845	Successfully loaded	1701_HTAC_ITS2	1701_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		134 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362845	We will automatically transform the attribute value(s) you provided as follows.	1701_HTAC_ITS2	1701_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		134 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362846	Successfully loaded	1581_HTAC_ITS2	1581_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		135 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362846	We will automatically transform the attribute value(s) you provided as follows.	1581_HTAC_ITS2	1581_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		135 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 hour
SAMN21362847	Successfully loaded	1328_HTHC_ITS2	1328_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		136 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 12 hour
SAMN21362847	We will automatically transform the attribute value(s) you provided as follows.	1328_HTHC_ITS2	1328_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		136 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 12 hour
SAMN21362848	Successfully loaded	1706_ATHC_ITS2	1706_ATHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		137 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 30 hour
SAMN21362848	We will automatically transform the attribute value(s) you provided as follows.	1706_ATHC_ITS2	1706_ATHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		137 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 30 hour
SAMN21362849	Successfully loaded	2554_ATHC_ITS2	2554_ATHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		138 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 8 week
SAMN21362849	We will automatically transform the attribute value(s) you provided as follows.	2554_ATHC_ITS2	2554_ATHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		138 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 8 week
SAMN21362850	Successfully loaded	1059_ATAC_ITS2	1059_ATAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Pocillopora acuta	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		139 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 30 hour
SAMN21362850	We will automatically transform the attribute value(s) you provided as follows.	1059_ATAC_ITS2	1059_ATAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Pocillopora acuta	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		139 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 30 hour
SAMN21362851	Successfully loaded	2087_HTHC_ITS2	2087_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		140 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362851	We will automatically transform the attribute value(s) you provided as follows.	2087_HTHC_ITS2	2087_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		140 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362852	Successfully loaded	1594_ATAC_ITS2	1594_ATAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		141 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 week
SAMN21362852	We will automatically transform the attribute value(s) you provided as follows.	1594_ATAC_ITS2	1594_ATAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		141 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 week
SAMN21362853	Successfully loaded	1548_ATAC_ITS2	1548_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		142 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 hour
SAMN21362853	We will automatically transform the attribute value(s) you provided as follows.	1548_ATAC_ITS2	1548_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		142 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 hour
SAMN21362854	Successfully loaded	1449_HTHC_ITS2	1449_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Montipora capitata	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		143 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362854	We will automatically transform the attribute value(s) you provided as follows.	1449_HTHC_ITS2	1449_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Montipora capitata	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		143 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362855	Successfully loaded	1642_HTAC_ITS2	1642_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		144 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 hour
SAMN21362855	We will automatically transform the attribute value(s) you provided as follows.	1642_HTAC_ITS2	1642_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		144 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 hour
SAMN21362856	Successfully loaded	1707_HTAC_ITS2	1707_HTAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Pocillopora acuta	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		145 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 30 hour
SAMN21362856	We will automatically transform the attribute value(s) you provided as follows.	1707_HTAC_ITS2	1707_HTAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Pocillopora acuta	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		145 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 30 hour
SAMN21362857	Successfully loaded	1563_ATAC_ITS2	1563_ATAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		146 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 30 hour
SAMN21362857	We will automatically transform the attribute value(s) you provided as follows.	1563_ATAC_ITS2	1563_ATAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		146 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 30 hour
SAMN21362858	Successfully loaded	2212_ATHC_ITS2	2212_ATHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		147 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 30 hour
SAMN21362858	We will automatically transform the attribute value(s) you provided as follows.	2212_ATHC_ITS2	2212_ATHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		147 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 30 hour
SAMN21362859	Successfully loaded	1205_ATHC_ITS2	1205_ATHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		148 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 8 week
SAMN21362859	We will automatically transform the attribute value(s) you provided as follows.	1205_ATHC_ITS2	1205_ATHC_HoloInt		metagenome	2018-11-17T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		148 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 8 week
SAMN21362860	Successfully loaded	1694_HTHC_ITS2	1694_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		149 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362860	We will automatically transform the attribute value(s) you provided as follows.	1694_HTHC_ITS2	1694_HTHC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		149 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 30 hour
SAMN21362861	Successfully loaded	1997_HTAC_ITS2	1997_HTAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		150 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 30 hour
SAMN21362861	We will automatically transform the attribute value(s) you provided as follows.	1997_HTAC_ITS2	1997_HTAC_HoloInt		metagenome	2018-09-23T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		150 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 30 hour
SAMN21362862	Successfully loaded	2750_ATHC_ITS2	2750_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		151 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 hour
SAMN21362862	We will automatically transform the attribute value(s) you provided as follows.	2750_ATHC_ITS2	2750_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		151 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 hour
SAMN21362863	Successfully loaded	1281_ATHC_ITS2	1281_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		152 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362863	We will automatically transform the attribute value(s) you provided as follows.	1281_ATHC_ITS2	1281_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		152 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362864	Successfully loaded	1651_ATAC_ITS2	1651_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		153 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 hour
SAMN21362864	We will automatically transform the attribute value(s) you provided as follows.	1651_ATAC_ITS2	1651_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		153 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 hour
SAMN21362865	Successfully loaded	2306_ATAC_ITS2	2306_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		154 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
SAMN21362865	We will automatically transform the attribute value(s) you provided as follows.	2306_ATAC_ITS2	2306_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		154 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
SAMN21362866	Successfully loaded	1562_HTAC_ITS2	1562_HTAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		155 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 week
SAMN21362866	We will automatically transform the attribute value(s) you provided as follows.	1562_HTAC_ITS2	1562_HTAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		155 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 week
SAMN21362867	Successfully loaded	1647_HTAC_ITS2	1647_HTAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		156 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 week
SAMN21362867	We will automatically transform the attribute value(s) you provided as follows.	1647_HTAC_ITS2	1647_HTAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		156 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 week
SAMN21362868	Successfully loaded	1237_ATHC_ITS2	1237_ATHC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		157 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 12 week
SAMN21362868	We will automatically transform the attribute value(s) you provided as follows.	1237_ATHC_ITS2	1237_ATHC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		157 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 12 week
SAMN21362869	Successfully loaded	1582_HTAC_ITS2	1582_HTAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		158 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 week
SAMN21362869	We will automatically transform the attribute value(s) you provided as follows.	1582_HTAC_ITS2	1582_HTAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		158 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 12 week
SAMN21362870	Successfully loaded	1178_HTHC_ITS2	1178_HTHC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Montipora capitata	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		159 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 12 week
SAMN21362870	We will automatically transform the attribute value(s) you provided as follows.	1178_HTHC_ITS2	1178_HTHC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Montipora capitata	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		159 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 12 week
SAMN21362871	Successfully loaded	1076_ATAC_ITS2	1076_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		160 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
SAMN21362871	We will automatically transform the attribute value(s) you provided as follows.	1076_ATAC_ITS2	1076_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		160 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
SAMN21362872	Successfully loaded	1777_ATAC_ITS2	1777_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		161 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
